TRGID,3PMP Fee,Check In Fee,Marketing Fee,Merchant Fee,Overbox Fee,Packaging Fee,PPS Fee,Refund Fee,Refurb Fee,Revshare Fee,Shipping Fee
212215196,$1,,$0,$0,$0,,$4,,$6,$1,$0
212215343,$0,,$0,,$0,,$0,,$2,$0,
212215427,$4,,$0,$0,$0,,$0,,$0,$1,$0
212215428,$4,,$0,$0,$0,,$0,,$0,$1,$0
212215579,$2,,$0,$0,$0,,$0,,$0,$1,$0
212215638,$11,,$0,$0,$0,,$4,,$2,$5,$0
212215813,$1,$1,$0,,,,,,,$1,
212215816,$4,$1,$0,,,,,,,$1,
212215889,$17,$1,$0,,,,,,,$7,
212215928,$3,$1,$0,,,,,,,$1,
212215979,$5,$1,$0,,,,,,,$1,
212215998,$17,$1,$0,,,,,,,$7,
212216012,$2,$1,$0,,,,,,,$1,
212216016,$2,$1,$0,,,,,,,$1,
212216018,$2,$1,$0,,,,,,,$1,
212216019,$2,$1,$0,,,,,,,$1,
212216020,$2,$1,$0,,,,,,,$1,
212216022,$3,$1,$0,,,,,,,$1,
212216072,$1,$1,$0,,,,,,,$1,
212216118,$2,$1,$0,,,,,,,$1,
212216275,$1,$1,$0,,,,,,,$1,
212216309,$9,$1,$0,,,,,,,$3,
212216312,$2,$1,$0,,,,,,,$1,
212216426,$8,$1,$0,,,,,,,$2,
212216559,$4,$1,$0,,,,,,,$1,
212216643,$0,$1,$0,,,,,,,$2,
212216646,$0,$1,$0,,,,,,,$2,
212216773,$13,$1,$0,,,,,,,$4,
212216775,$5,$1,$0,,,,,,,$1,
212216827,$0,$1,$0,,,,$0,,,$0,
212217413,$18,,$0,$0,$0,,$6,,$27,$8,$0
212217601,$18,$3,$0,$0,$0,,$4,,$0,$5,$0
212217614,$18,$3,$0,$0,$0,,$4,,$0,$5,$0
212217629,$10,,$0,$0,$0,,$6,,$27,$5,$0
212217654,$0,,$0,,,,$6,,$27,$4,
212217970,$0,,$0,,$0,,$0,,$1,$3,
212219777,$0,,$0,,$0,,$0,,$0,$5,
212222295,$23,,$0,,,,,,$25,$10,
212226502,$27,$3,$0,$0,$0,,$4,,$0,$8,$0
212226804,$10,,$0,$0,$0,,$4,,$32,$3,$0
212226949,$6,$3,$0,$0,$0,,$4,,,$2,$0
212227195,$0,,$0,,$0,,$0,,$2,$0,
212227337,$4,,$0,$0,$0,,$0,,$0,$1,$0
212227338,$4,,$0,$0,$0,,$0,,$0,$1,$0
212227351,$4,,$0,$0,$0,,$0,,$0,$1,$0
212227353,$4,,$0,$0,$0,,$0,,$0,$1,$0
212227360,$4,,$0,$0,$0,,$0,,$0,$1,$0
212227369,$4,,$0,$0,$0,,$0,,$0,$1,$0
212227375,$3,,$0,,$0,,$0,,$0,$1,
212227384,$3,,$0,,$0,,$0,,$0,$1,
212227440,$5,$3,$0,$0,$0,,$4,,$0,$2,$0
212227479,$3,,$0,,$0,,$0,,$0,$1,
212227483,$5,$3,$0,$0,$0,,$4,,$0,$2,$0
212227505,$0,,$0,,$0,,$0,,$0,$0,
212227508,$3,,$0,,$0,,$0,,$0,$1,
212227515,$3,,$0,,$0,,$0,,$0,$1,
212227517,$3,,$0,,$0,,$0,,$0,$1,
212227521,$3,,$0,,$0,,$0,,$0,$1,
212227527,$3,,$0,,$0,,$0,,$0,$1,
212227533,$3,,$0,,$0,,$0,,$0,$1,
212227541,$3,,$0,,$0,,$0,,$0,$1,
212227545,$3,,$0,,$0,,$0,,$0,$1,
212227551,$3,,$0,,$0,,$0,,$0,$1,
212227555,$3,,$0,,$0,,$0,,$0,$1,
212227557,$4,,$0,$0,$0,,$0,,$0,$1,$0
212227562,$28,,$0,,,,,,$25,$12,
212227597,$0,,$0,,$0,,$0,,$0,$0,
212227625,$0,,$0,,$0,,$0,,$0,$0,
212227631,$0,,$0,,$0,,$0,,$0,$0,
212227673,$0,,$0,,$0,,$0,,$0,$0,
212227812,$0,,$0,,$0,,$0,,$0,$0,
212227850,$1,,$0,$0,$0,,$4,,$2,$0,$0
212227888,$0,,$0,,$0,,$0,,$1,$0,
212227965,$7,$3,$0,$0,$0,,$4,,$0,$2,$0
212228036,$10,,$0,$0,$0,,$4,,$8,$3,$0
212228056,$14,$3,$0,$0,$0,,$4,,$0,$4,$0
212228080,$0,,$0,,$0,,$0,,$1,$1,
212228081,$15,$3,$0,$0,$0,,$4,,$0,$4,$0
212228138,$3,,$0,$0,$0,,$4,,$10,$1,$0
212228173,$0,,$0,,$0,,$0,,$2,$2,
212228233,$1,,$0,$0,$0,,$4,,$1,$0,$0
212228243,$0,,$0,,$0,,$0,,$1,$0,
212229210,$0,,$0,,$0,,$0,,$0,$0,
212229224,$0,,$0,$0,$0,,$4,,$6,$0,$0
212229256,$0,,$0,,$0,,$0,,$2,$0,
212229282,$0,,$0,,$0,,$0,,,$0,
212229297,$0,,$0,$0,$0,,$4,,$2,$0,$0
212229307,$0,,$0,$0,$0,,$4,,$2,$0,$0
212229329,$0,,$0,,$0,,$0,,$1,$0,
212229338,$0,,$0,,$0,,$0,,$2,$2,
212229347,$0,,$0,,$0,,$0,,$1,$2,
212229369,$0,,$0,$0,$0,,$4,,$0,$0,$0
212229629,$0,,$0,,$0,,$0,,$2,$3,
212229807,$1,,$0,$0,$0,,$4,,$3,$1,$0
212229858,$6,,$0,$0,$0,,$4,,$8,$2,$0
212230011,$15,$3,$0,$0,$0,,$4,,$0,$4,$0
212230311,$1,,$0,$0,$0,,$0,,$0,$0,$0
212230346,$4,,$0,$0,$0,,$0,,$0,$2,$0
212230540,$22,,$0,,,,,,$25,$9,
212230650,$39,,$0,,,,,,$36,$15,
212230870,$2,,$0,$0,$0,,$4,,$5,$1,$0
212231070,$1,,$0,$0,$0,,$4,,$18,$0,$0
212231193,$20,,$0,$0,$0,,$0,,$0,$8,$0
212231220,$20,,$0,$0,$0,,$0,,$0,$8,$0
212231289,$8,$3,$0,$0,$0,,$4,,,$3,$0
212231451,$2,,$0,$0,$0,,$4,,$18,$1,$0
212231462,$2,,$0,$0,$0,,$4,,$2,$1,$0
212231533,$24,,$0,$0,$0,,$4,,$42,$7,$0
212231534,$10,,$0,$0,$6,,$6,,$20,$5,$0
212231537,$24,,$0,$0,$0,,$4,,$42,$7,$0
212231614,$24,,$0,$0,$0,,$4,,$42,$7,$0
212231620,$17,,$0,$0,$0,,$6,,$27,$9,$0
212231629,$0,,$0,,$0,,$0,,$1,$0,
212231638,$30,,$0,$0,$0,,$6,,$27,$12,$0
212231699,$46,,$0,$0,$0,,$6,,$27,$19,$0
212231705,$0,,$0,,$0,,$0,,$1,$0,
212231738,$32,,$0,$0,$0,,$6,,$27,$16,$0
212231745,$0,,$0,,$0,,$0,,$1,$0,
212231748,$0,,$0,,$0,,$0,,$1,$0,
212231757,$0,,$0,,$0,,$0,,$1,$0,
212231806,$0,,$0,,$0,,$0,,$1,$0,
212231844,$0,,$0,,$0,,$0,,$1,$0,
212231863,$11,,$0,$0,$6,,$6,,$20,$5,$0
212231904,$9,,$0,$0,$0,,$6,,$27,$4,$0
212231925,$42,,$0,$0,$0,,$6,,$27,$17,$0
212231935,$9,,$0,$0,$6,,$6,,$14,$4,$0
212232587,$36,$3,$0,$0,$0,,$4,,,$10,$0
212232605,$1,,$0,,,,$4,,$2,$1,
212232656,$9,$3,$0,$0,$0,,$4,,,$2,$0
212232682,$7,,$0,,$0,,$0,,$0,$3,
212232810,$3,,$0,$0,$0,,$0,,$0,$1,$0
212232841,$3,$3,$0,$0,$0,,$4,,$0,$1,$0
212233176,$18,$3,$0,$0,$0,,$4,,,$5,$0
212233445,$0,,$0,,$0,,$4,,$9,$0,
212233622,$0,,$0,,$0,,$0,,$1,$0,
212233623,$0,,$0,,$0,,$0,,$1,$0,
212233624,$0,,$0,,$0,,$0,,$1,$0,
212233626,$0,,$0,,$0,,$0,,$1,$0,
212233631,$0,,$0,,$0,,$0,,$1,$0,
212233633,$0,,$0,,$0,,$0,,$1,$0,
212233635,$0,,$0,,$0,,$0,,$1,$0,
212233637,$0,,$0,,$0,,$0,,$1,$0,
212233638,$0,,$0,,$0,,$0,,$1,$0,
212233639,$0,,$0,,$0,,$0,,$1,$0,
212233641,$0,,$0,,$0,,$0,,$1,$0,
212233642,$0,,$0,,$0,,$0,,$1,$0,
212233643,$0,,$0,,$0,,$0,,$1,$0,
212233644,$0,,$0,,$0,,$0,,$1,$0,
212233645,$0,,$0,,$0,,$0,,$1,$0,
212233646,$0,,$0,,$0,,$0,,$1,$0,
212233648,$0,,$0,,$0,,$0,,$1,$0,
212233649,$0,,$0,,$0,,$0,,$1,$0,
212233651,$0,,$0,,$0,,$0,,$1,$0,
212233652,$0,,$0,,$0,,$0,,$1,$0,
212233653,$0,,$0,,$0,,$0,,$1,$0,
212233654,$0,,$0,,$0,,$0,,$1,$0,
212233655,$0,,$0,,$0,,$0,,$1,$0,
212233656,$0,,$0,,$0,,$0,,$1,$0,
212233657,$0,,$0,,$0,,$0,,$1,$0,
212233658,$0,,$0,,$0,,$0,,$1,$0,
212233659,$0,,$0,,$0,,$0,,$1,$0,
212233660,$0,,$0,,$0,,$0,,$1,$0,
212233662,$0,,$0,,$0,,$0,,$1,$0,
212233664,$0,,$0,,$0,,$0,,$1,$0,
212233666,$0,,$0,,$0,,$0,,$1,$0,
212233667,$0,,$0,,$0,,$0,,$1,$0,
212233669,$0,,$0,,$0,,$0,,$1,$0,
212233670,$0,,$0,,$0,,$0,,$1,$0,
212233672,$0,,$0,,$0,,$0,,$1,$0,
212233673,$0,,$0,,$0,,$0,,$1,$0,
212233674,$0,,$0,,$0,,$0,,$1,$0,
212233675,$0,,$0,,$0,,$0,,$1,$0,
212233676,$0,,$0,,$0,,$0,,$1,$0,
212233677,$0,,$0,,$0,,$0,,$1,$0,
212233678,$0,,$0,,$0,,$0,,$1,$0,
212233679,$0,,$0,,$0,,$0,,$1,$0,
212233680,$0,,$0,,$0,,$0,,$1,$0,
212233681,$0,,$0,,$0,,$0,,$1,$0,
212233682,$0,,$0,,$0,,$0,,$1,$0,
212233683,$0,,$0,,$0,,$0,,$1,$0,
212233685,$0,,$0,,$0,,$0,,$1,$0,
212233687,$0,,$0,,$0,,$0,,$1,$0,
212233688,$0,,$0,,$0,,$0,,$1,$0,
212233689,$0,,$0,,$0,,$0,,$1,$0,
212233690,$0,,$0,,$0,,$0,,$1,$0,
212233691,$0,,$0,,$0,,$0,,$1,$0,
212233692,$0,,$0,,$0,,$0,,$1,$0,
212233693,$0,,$0,,$0,,$0,,$1,$0,
212233694,$0,,$0,,$0,,$0,,$1,$0,
212233695,$0,,$0,,$0,,$0,,$1,$0,
212233696,$0,,$0,,$0,,$0,,$1,$0,
212233707,$0,,$0,,$0,,$0,,$1,$0,
212233708,$0,,$0,,$0,,$0,,$1,$0,
212233712,$0,,$0,,$0,,$0,,$1,$0,
212233713,$0,,$0,,$0,,$0,,$1,$0,
212233714,$0,,$0,,$0,,$0,,$1,$0,
212233715,$0,,$0,,$0,,$0,,$1,$0,
212233716,$0,,$0,,$0,,$0,,$1,$0,
212233717,$0,,$0,,$0,,$0,,$1,$0,
212233718,$0,,$0,,$0,,$0,,$1,$0,
212233719,$0,,$0,,$0,,$0,,$1,$0,
212233721,$0,,$0,,$0,,$0,,$1,$1,
212233726,$0,,$0,,$0,,$0,,$1,$0,
212233730,$0,,$0,,$0,,$0,,$1,$0,
212233731,$0,,$0,,$0,,$0,,$1,$0,
212233732,$0,,$0,,$0,,$0,,$1,$0,
212233736,$0,,$0,,$0,,$0,,$1,$0,
212233738,$0,,$0,,$0,,$0,,$1,$0,
212233739,$0,,$0,,$0,,$0,,$1,$0,
212233740,$0,,$0,,$0,,$0,,$1,$0,
212233742,$0,,$0,,$0,,$0,,$1,$0,
212233748,$0,,$0,,$0,,$0,,$1,$0,
212233751,$0,,$0,,$0,,$0,,$1,$0,
212233757,$0,,$0,,$0,,$0,,$1,$0,
212233759,$0,,$0,,$0,,$0,,$1,$0,
212233767,$0,,$0,,$0,,$0,,$1,$0,
212233768,$0,,$0,,$0,,$0,,$1,$0,
212233769,$0,,$0,,$0,,$0,,$1,$0,
212233772,$0,,$0,,$0,,$0,,$1,$0,
212233774,$0,,$0,,$0,,$0,,$1,$0,
212233777,$0,,$0,,$0,,$0,,$1,$0,
212233779,$0,,$0,,$0,,$0,,$1,$0,
212233782,$0,,$0,,$0,,$0,,$1,$0,
212233784,$0,,$0,,$0,,$0,,$1,$0,
212233786,$0,,$0,,$0,,$0,,$1,$0,
212233789,$0,,$0,,$0,,$0,,$1,$0,
212233792,$0,,$0,,$0,,$0,,$1,$0,
212233794,$0,,$0,,$0,,$0,,$1,$0,
212233796,$0,,$0,,$0,,$0,,$1,$0,
212233802,$0,,$0,,$0,,$0,,$1,$0,
212233803,$0,,$0,,$0,,$0,,$1,$0,
212233804,$0,,$0,,$0,,$0,,$1,$0,
212233805,$0,,$0,,$0,,$0,,$1,$1,
212233806,$0,,$0,,$0,,$0,,$1,$0,
212233807,$0,,$0,,$0,,$0,,$1,$0,
212233812,$0,,$0,,$0,,$0,,$1,$0,
212233818,$0,,$0,,$0,,$0,,$1,$0,
212233819,$0,,$0,,$0,,$0,,$1,$0,
212233820,$0,,$0,,$0,,$0,,$1,$0,
212233823,$0,,$0,,$0,,$0,,$1,$0,
212233825,$0,,$0,,$0,,$0,,$1,$0,
212233827,$0,,$0,,$0,,$0,,$1,$0,
212233829,$0,,$0,,$0,,$0,,$1,$0,
212233831,$0,,$0,,$0,,$0,,$1,$0,
212233833,$0,,$0,,$0,,$0,,$1,$0,
212233836,$0,,$0,,$0,,$0,,$1,$0,
212233840,$0,,$0,,$0,,$0,,$1,$0,
212233844,$0,,$0,,$0,,$0,,$1,$0,
212233845,$0,,$0,,$0,,$0,,$1,$0,
212233851,$0,,$0,,$0,,$0,,$1,$0,
212233852,$0,,$0,,$0,,$0,,$1,$0,
212233862,$0,,$0,,$0,,$0,,$1,$0,
212233864,$0,,$0,,$0,,$0,,$1,$0,
212233869,$0,,$0,,$0,,$0,,$1,$0,
212233870,$0,,$0,,$0,,$0,,$1,$0,
212233872,$0,,$0,,$0,,$0,,$1,$0,
212233874,$0,,$0,,$0,,$0,,$1,$0,
212233877,$0,,$0,,$0,,$0,,$1,$0,
212233879,$0,,$0,,$0,,$0,,$1,$0,
212233880,$0,,$0,,$0,,$0,,$1,$0,
212233881,$0,,$0,,$0,,$0,,$1,$0,
212233882,$0,,$0,,$0,,$0,,$1,$0,
212233883,$0,,$0,,$0,,$0,,$1,$0,
212233884,$0,,$0,,$0,,$0,,$1,$0,
212233887,$0,,$0,,$0,,$0,,$1,$0,
212233889,$0,,$0,,$0,,$0,,$1,$0,
212233891,$0,,$0,,$0,,$0,,$1,$0,
212233893,$0,,$0,,$0,,$0,,$1,$0,
212233897,$0,,$0,,$0,,$0,,$1,$0,
212233899,$0,,$0,,$0,,$0,,$1,$0,
212233900,$0,,$0,,$0,,$0,,$1,$0,
212233902,$0,,$0,,$0,,$0,,$1,$0,
212233904,$0,,$0,,$0,,$0,,$1,$0,
212233906,$0,,$0,,$0,,$0,,$1,$0,
212233907,$0,,$0,,$0,,$0,,$1,$0,
212233908,$0,,$0,,$0,,$0,,$1,$0,
212233911,$0,,$0,,$0,,$0,,$1,$0,
212233912,$0,,$0,,$0,,$0,,$1,$0,
212233915,$0,,$0,,$0,,$0,,$1,$0,
212233917,$0,,$0,,$0,,$0,,$1,$0,
212233919,$0,,$0,,$0,,$0,,$1,$0,
212233920,$0,,$0,,$0,,$0,,$1,$0,
212233926,$0,,$0,,$0,,$0,,$1,$0,
212233928,$0,,$0,,$0,,$0,,$1,$0,
212233929,$0,,$0,,$0,,$0,,$1,$0,
212233930,$0,,$0,,$0,,$0,,$1,$0,
212233934,$0,,$0,,$0,,$0,,$1,$0,
212233935,$0,,$0,,$0,,$0,,$1,$0,
212233937,$0,,$0,,$0,,$0,,$1,$0,
212233940,$0,,$0,,$0,,$0,,$1,$2,
212233941,$0,,$0,,$0,,$0,,$1,$0,
212233943,$0,,$0,,$0,,$0,,$1,$0,
212233946,$0,,$0,,$0,,$0,,$1,$0,
212233948,$0,,$0,,$0,,$0,,$1,$0,
212233951,$0,,$0,,$0,,$0,,$1,$0,
212233952,$0,,$0,,$0,,$0,,$1,$0,
212233955,$0,,$0,,$0,,$0,,$1,$0,
212233959,$0,,$0,,$0,,$0,,$1,$0,
212233961,$0,,$0,,$0,,$0,,$1,$0,
212233965,$0,,$0,,$0,,$0,,$1,$0,
212233967,$0,,$0,,$0,,$0,,$1,$2,
212233968,$0,,$0,,$0,,$0,,$1,$0,
212233969,$0,,$0,,$0,,$0,,$1,$0,
212233970,$0,,$0,,$0,,$0,,$1,$0,
212233974,$0,,$0,,$0,,$0,,$1,$0,
212233976,$0,,$0,,$0,,$0,,$1,$0,
212233977,$0,,$0,,$0,,$0,,$1,$2,
212233979,$0,,$0,,$0,,$0,,$1,$0,
212233980,$0,,$0,,$0,,$0,,$1,$0,
212233981,$0,,$0,,$0,,$0,,$1,$1,
212233982,$0,,$0,,$0,,$0,,$1,$0,
212233983,$0,,$0,,$0,,$0,,$1,$0,
212233985,$0,,$0,,$0,,$0,,$1,$0,
212233987,$0,,$0,,$0,,$0,,$1,$0,
212233988,$0,,$0,,$0,,$0,,$1,$0,
212233989,$0,,$0,,$0,,$0,,$1,$0,
212233991,$0,,$0,,$0,,$0,,$1,$0,
212233992,$0,,$0,,$0,,$0,,$1,$0,
212233993,$0,,$0,,$0,,$0,,$1,$0,
212233994,$0,,$0,,$0,,$0,,$1,$0,
212233996,$0,,$0,,$0,,$0,,$1,$0,
212233997,$0,,$0,,$0,,$0,,$1,$1,
212233998,$0,,$0,,$0,,$0,,$1,$0,
212233999,$0,,$0,,$0,,$0,,$1,$0,
212234000,$0,,$0,,$0,,$0,,$1,$0,
212234001,$0,,$0,,$0,,$0,,$1,$0,
212234003,$0,,$0,,$0,,$0,,$1,$0,
212234005,$0,,$0,,$0,,$0,,$1,$0,
212234008,$0,,$0,,$0,,$0,,$1,$0,
212234009,$0,,$0,,$0,,$0,,$1,$0,
212234019,$0,,$0,,$0,,$0,,$1,$0,
212234021,$0,,$0,,$0,,$0,,$1,$1,
212234024,$0,,$0,,$0,,$0,,$1,$0,
212234025,$0,,$0,,$0,,$0,,$1,$0,
212234027,$0,,$0,,$0,,$0,,$1,$0,
212234028,$0,,$0,,$0,,$0,,$1,$1,
212234030,$0,,$0,,$0,,$0,,$1,$0,
212234031,$0,,$0,,$0,,$0,,$1,$0,
212234033,$0,,$0,,$0,,$0,,$1,$0,
212234036,$0,,$0,,$0,,$0,,$1,$1,
212234037,$0,,$0,,$0,,$0,,$1,$0,
212234039,$0,,$0,,$0,,$0,,$1,$0,
212234041,$0,,$0,,$0,,$0,,$1,$0,
212234045,$0,,$0,,$0,,$0,,$1,$0,
212234046,$0,,$0,,$0,,$0,,$1,$0,
212234047,$0,,$0,,$0,,$0,,$1,$0,
212234048,$0,,$0,,$0,,$0,,$1,$0,
212234049,$0,,$0,,$0,,$0,,$1,$0,
212234050,$0,,$0,,$0,,$0,,$1,$0,
212234051,$0,,$0,,$0,,$0,,$1,$0,
212234052,$0,,$0,,$0,,$0,,$1,$0,
212234053,$0,,$0,,$0,,$0,,$1,$0,
212234055,$0,,$0,,$0,,$0,,$1,$0,
212234058,$0,,$0,,$0,,$0,,$1,$0,
212234061,$0,,$0,,$0,,$0,,$1,$0,
212234064,$0,,$0,,$0,,$0,,$1,$0,
212234065,$0,,$0,,$0,,$0,,$1,$0,
212234066,$0,,$0,,$0,,$0,,$1,$0,
212234068,$0,,$0,,$0,,$0,,$1,$0,
212234069,$0,,$0,,$0,,$0,,$1,$0,
212234072,$0,,$0,,$0,,$0,,$1,$0,
212234073,$0,,$0,,$0,,$0,,$1,$0,
212234075,$0,,$0,,$0,,$0,,$1,$0,
212234076,$0,,$0,,$0,,$0,,$1,$0,
212234078,$0,,$0,,$0,,$0,,$1,$0,
212234083,$0,,$0,,$0,,$0,,$1,$0,
212234084,$0,,$0,,$0,,$0,,$1,$0,
212234086,$0,,$0,,$0,,$0,,$1,$0,
212234088,$0,,$0,,$0,,$0,,$1,$0,
212234089,$0,,$0,,$0,,$0,,$1,$0,
212234090,$0,,$0,,$0,,$0,,$1,$0,
212234091,$0,,$0,,$0,,$0,,$1,$0,
212234092,$0,,$0,,$0,,$0,,$1,$0,
212234093,$0,,$0,,$0,,$0,,$1,$0,
212234094,$0,,$0,,$0,,$0,,$1,$0,
212234095,$0,,$0,,$0,,$0,,$1,$0,
212234096,$0,,$0,,$0,,$0,,$1,$0,
212234097,$0,,$0,,$0,,$0,,$1,$0,
212234098,$0,,$0,,$0,,$0,,$1,$0,
212234099,$0,,$0,,$0,,$0,,$1,$0,
212234101,$0,,$0,,$0,,$0,,$1,$0,
212234117,$0,,$0,,$0,,$0,,$1,$0,
212234118,$0,,$0,,$0,,$0,,$1,$0,
212234119,$0,,$0,,$0,,$0,,$1,$0,
212234123,$0,,$0,,$0,,$0,,$1,$0,
212234126,$0,,$0,,$0,,$0,,$1,$0,
212234127,$0,,$0,,$0,,$0,,$1,$0,
212234128,$0,,$0,,$0,,$0,,$1,$0,
212234129,$0,,$0,,$0,,$0,,$1,$0,
212234130,$0,,$0,,$0,,$0,,$1,$0,
212234131,$0,,$0,,$0,,$0,,$1,$0,
212234132,$0,,$0,,$0,,$0,,$1,$0,
212234133,$0,,$0,,$0,,$0,,$1,$0,
212234144,$0,,$0,,$0,,$0,,$1,$0,
212234145,$0,,$0,,$0,,$0,,$1,$0,
212234148,$0,,$0,,$0,,$0,,$1,$0,
212234153,$0,,$0,,$0,,$0,,$1,$0,
212234157,$0,,$0,,$0,,$0,,$1,$0,
212234169,$0,,$0,,$0,,$0,,$1,$0,
212234170,$0,,$0,,$0,,$0,,$1,$0,
212234172,$0,,$0,,$0,,$0,,$1,$0,
212234175,$0,,$0,,$0,,$0,,$1,$1,
212234176,$0,,$0,,$0,,$0,,$1,$0,
212234184,$0,,$0,,$0,,$0,,$1,$0,
212234185,$0,,$0,,$0,,$0,,$1,$0,
212234187,$0,,$0,,$0,,$0,,$1,$0,
212234188,$0,,$0,,$0,,$0,,$1,$0,
212234190,$0,,$0,,$0,,$0,,$1,$0,
212234192,$0,,$0,,$0,,$0,,$1,$0,
212234194,$0,,$0,,$0,,$0,,$1,$0,
212234196,$0,,$0,,$0,,$0,,$1,$0,
212234211,$0,,$0,,$0,,$0,,$1,$0,
212234224,$0,,$0,,$0,,$0,,$1,$0,
212234231,$0,,$0,,$0,,$0,,$1,$0,
212234234,$0,,$0,,$0,,$0,,$1,$0,
212234243,$0,,$0,,$0,,$0,,$1,$0,
212234245,$0,,$0,,$0,,$0,,$1,$0,
212234250,$0,,$0,,$0,,$0,,$1,$0,
212234251,$0,,$0,,$0,,$0,,$1,$0,
212234253,$0,,$0,,$0,,$0,,$1,$0,
212234259,$0,,$0,,$0,,$0,,$1,$0,
212234260,$0,,$0,,$0,,$0,,$1,$0,
212234261,$0,,$0,,$0,,$0,,$1,$0,
212234264,$0,,$0,,$0,,$0,,$1,$0,
212234266,$0,,$0,,$0,,$0,,$1,$0,
212234270,$0,,$0,,$0,,$0,,$1,$0,
212234273,$0,,$0,,$0,,$0,,$1,$0,
212234278,$0,,$0,,$0,,$0,,$1,$0,
212234283,$0,,$0,,$0,,$0,,$1,$1,
212234285,$0,,$0,,$0,,$0,,$1,$0,
212234297,$0,,$0,,$0,,$0,,$1,$0,
212234299,$0,,$0,,$0,,$0,,$1,$0,
212234301,$0,,$0,,$0,,$0,,$1,$0,
212234302,$0,,$0,,$0,,$0,,$1,$0,
212234304,$0,,$0,,$0,,$0,,$1,$0,
212234306,$0,,$0,,$0,,$0,,$1,$0,
212234309,$0,,$0,,$0,,$0,,$1,$0,
212234313,$0,,$0,,$0,,$0,,$1,$0,
212234315,$0,,$0,,$0,,$0,,$1,$0,
212234317,$0,,$0,,$0,,$0,,$1,$0,
212234318,$0,,$0,,$0,,$0,,$1,$0,
212234320,$0,,$0,,$0,,$0,,$1,$0,
212234321,$0,,$0,,$0,,$0,,$1,$0,
212234324,$0,,$0,,$0,,$0,,$1,$0,
212234328,$0,,$0,,$0,,$0,,$1,$0,
212234331,$0,,$0,,$0,,$0,,$1,$0,
212234333,$0,,$0,,$0,,$0,,$1,$1,
212234334,$0,,$0,,$0,,$0,,$1,$0,
212234350,$0,,$0,,$0,,$0,,$1,$0,
212234358,$0,,$0,,$0,,$0,,$1,$0,
212234361,$0,,$0,,$0,,$0,,$1,$0,
212234369,$0,,$0,,$0,,$0,,$1,$0,
212234372,$0,,$0,,$0,,$0,,$1,$0,
212234375,$0,,$0,,$0,,$0,,$1,$0,
212234378,$0,,$0,,$0,,$0,,$1,$0,
212234381,$0,,$0,,$0,,$0,,$1,$0,
212234384,$0,,$0,,$0,,$0,,$1,$0,
212234387,$0,,$0,,$0,,$0,,$1,$0,
212234390,$0,,$0,,$0,,$0,,$1,$0,
212234393,$0,,$0,,$0,,$0,,$1,$0,
212234396,$0,,$0,,$0,,$0,,$1,$0,
212234400,$0,,$0,,$0,,$0,,$1,$0,
212234401,$0,,$0,,$0,,$0,,$1,$0,
212234411,$0,,$0,,$0,,$0,,$1,$0,
212234414,$0,,$0,,$0,,$0,,$1,$0,
212234416,$0,,$0,,$0,,$0,,$1,$0,
212234417,$0,,$0,,$0,,$0,,$1,$0,
212234419,$0,,$0,,$0,,$0,,$1,$0,
212234430,$0,,$0,,$0,,$0,,$1,$0,
212234433,$0,,$0,,$0,,$0,,$1,$0,
212234435,$0,,$0,,$0,,$0,,$1,$0,
212234436,$0,,$0,,$0,,$0,,$1,$0,
212234437,$0,,$0,,$0,,$0,,$1,$0,
212234439,$0,,$0,,$0,,$0,,$1,$0,
212234441,$0,,$0,,$0,,$0,,$1,$0,
212234442,$0,,$0,,$0,,$0,,$1,$0,
212234444,$0,,$0,,$0,,$0,,$1,$0,
212234445,$0,,$0,,$0,,$0,,$1,$0,
212234447,$0,,$0,,$0,,$0,,$1,$0,
212234449,$0,,$0,,$0,,$0,,$1,$0,
212234454,$0,,$0,,$0,,$0,,$1,$0,
212234456,$0,,$0,,$0,,$0,,$1,$0,
212234459,$0,,$0,,$0,,$0,,$1,$0,
212234463,$0,,$0,,$0,,$0,,$1,$0,
212234468,$0,,$0,,$0,,$0,,$1,$0,
212234476,$0,,$0,,$0,,$0,,$1,$0,
212234481,$0,,$0,,$0,,$0,,$1,$0,
212234482,$0,,$0,,$0,,$0,,$1,$1,
212234484,$0,,$0,,$0,,$0,,$1,$0,
212234487,$0,,$0,,$0,,$0,,$1,$0,
212234489,$0,,$0,,$0,,$0,,$1,$0,
212234490,$0,,$0,,$0,,$0,,$1,$0,
212234491,$0,,$0,,$0,,$0,,$1,$0,
212234492,$0,,$0,,$0,,$0,,$1,$0,
212234493,$0,,$0,,$0,,$0,,$1,$0,
212234494,$0,,$0,,$0,,$0,,$1,$0,
212234495,$0,,$0,,$0,,$0,,$1,$0,
212234501,$0,,$0,,$0,,$0,,$1,$0,
212234502,$0,,$0,,$0,,$0,,$1,$0,
212234503,$0,,$0,,$0,,$0,,$1,$0,
212234504,$0,,$0,,$0,,$0,,$1,$0,
212234505,$0,,$0,,$0,,$0,,$1,$0,
212234506,$0,,$0,,$0,,$0,,$1,$0,
212234509,$0,,$0,,$0,,$0,,$1,$0,
212234510,$0,,$0,,$0,,$0,,$1,$0,
212234511,$0,,$0,,$0,,$0,,$1,$0,
212234512,$0,,$0,,$0,,$0,,$1,$0,
212234513,$0,,$0,,$0,,$0,,$1,$0,
212234516,$0,,$0,,$0,,$0,,$1,$0,
